Title,Content,Mental Condition
On Loneliness and Being a Friend,"I spend a lot of time alone.  Most of it is bedbound or at least housebound.  Most of that time is spent on the basics of self-care (toileting, eating etc) and the extra sleep/rest my primary medical condition requires.  Thankfully, I do have service providers that come to my home a few hours daily.  When I am out and about, it is usually for my own or my son's appointments or for household errands that my home health personal care assistsnt has not fit into her schedule.
It really doesn't matter how many people are around me, though, or how busy or not, I am... my loneliness is a direct reflection of the degree to which I am feeling heard and understood at any given time.  I realize, however, my ""feeling"" is dependent upon my own attitude and actions as much as others'.  Sometimes this is hard to accept because I am already so thoroughly exhausted by other aspects of living. I don't want to put forth the time and energy to evaluate the validity of my thoughts, to improve the clarity of my communication, or to bridge gaps.  However, if I leave my loneliness too much in the control of others, I disempower myself and let the demons of depression take hold.  For me, that is dangerous because they are bent on destroying me.  At the same time, I must honor my right to have reasonable expectations of others and my right to feel and express emotions like disappointment.
I have a hard time offering to be a friend because I'm afraid of letting people down.  I can disappear for months at a time when I become very ill. When my condition worsens, it is sudden and the only remedy is sleep.  Oddly, though, even when I am absent for long stretches, it is my online friends who usually show the most interest and empathy.  That said, I'm happy to be a ""friend"" to any here but be aware my time and energy are limited, it is nothing personal if I disappear for awhile, I cannot be succinct for multiple medical reasons, and I am on the Autism Spectrum.  The latter means I tend to be straightforward and genuinely emotionally empathetic. At the same time, I may be unintentionally invasive or forthright and I may not understand what is not stated in an obvious way.  My defaults are not those of most but they are no worse or better.",loneliness
Alone,"Hi, I'm feeling really alone these days. I could use somebody to chat with on a regular basis who also suffers from loneliness and is looking for a friend. If anybody is interested please add me as a friend so we can message and maybe be a bright spot in each other's day.",loneliness
Very Lonely...,I am in college far away from home and I feel very lonely. I don’t have any friends here or anyone to talk to here. I go to lunch alone; I spend all my time alone. It’s making me very sad and depressed each day. I spend days without saying a word to anyone. Sometimes I just feel like life is not worth it anymore and it’s just too much....,loneliness
Anybody want me?,im putting myself up for adoption I’m tired of being lonely all the time anyone and I’m tired of not having anyone to turn to im nice unless I’m mad I’ll listen to what you have to say and how you’re feeling. so anyone wanna claim me?,loneliness
Painfully Lonely.......,"How is everyone??? I haven't posted since last year so I just thought I would stop by to see how everyone is doing. I was feeling increasingly lonely tonight and just wanted to post. I cut the toxic people out of my life last year for good reasons, and I have felt more lonely, but still glad I decided to do what was best for me. Honestly, I've been lonely my whole life even though I had parents, a sibling, other family members, friends, and now my own little boy :). However, even when I have had friends or boyfriends, I still feel incredibly lonely. Is there anyone else that feels this way too??? 
Becoming a mum did not help my loneliness at all. Even though I'm introverted, I do want love, but I am no longer willing to settle for being treated like cheap trash, so I have decided to just be single and try to embrace it. I made a vow to myself last year to never settle again for someone not worth my time that does not deserve me. I do NOT regret leaving my ex, he is a married sociopath and I had to leave for my own sanity and safety, plus I was still lonely while I was with him. However, I struggle with opening my heart up to love again. I'm tired of being used and tired of settling for POS loser men. Why do so many people lie and use others??? Why waste someone's time if all you want to do is use them for sex or money or a place to sleep/live??? Can anyone else relate?? Even if you can't, I wish everyone peace and a great weekend. XOXO",loneliness
Alone Forever,"I'm back after a long leave.  Nothing has changed since I was last here.  The lonliness still exists, I guess everyone has forgot about me.  No one but one friend will call or text.  He may only call or text once a month at that.  Even my social media doesn't get much attention.  I have been in a funk for about a month.  I hate my job as it is very physical and it wears me out fast.  I hate it and can't seem to find one with equal pay or close to it.  It sucks that I cant lean on a friend to talk about this.  I am coming to the conclusion that it is just me alone for the rest of my life.  Even relationships are nonexistant.  ",loneliness
Inverse,I just read an article on inverse.com about social isolation and it's effects on changes in brain chemistry and stress. Check it out.,loneliness
"In a house full of people, yet completely alone","My mind has me trapped really bad! I live in a small one bedroom apartment with my mother, grandmother, two male cousins and myself. I have been out of my psych meds for sometime now and I feel like I am going crazy. I am not sleeping and I am not eating. I dont feel like myself anymore. I am losing sight of what is most important to me, which is getting my daughters back. I feel defeated in every way possible. I am doing things I wouldnt normally have done, but since the split with my abusive ex and the removal of my daughters I am not handling things well. I have mentally been suffering ever since my papa died almost two years ago now. Having to watch my grandmother suffer so much is really taking a toll on me, just seeing their relationship and how close they were. They were each other best friends and he had been in my life for like 23 years. He watched me grow up and as I look at myself in the mirror each day I know my papa would be so disappointed. I fucked up! I just want to fix it and get back right and make my family and my daughters proud of me. I just feel so alone, all the time. There was a point in my life where I was afraid to be alone. I couldn't stand the feeling and def couldn't bare the thought of me being alone but ever since leaving my ex I thought I had tackled my worst fear. I thought I was over it and although I am not scared anymore to be alone, I can't shake this feeling I keep having... 
I need some help please!

yours truly
Nykki",loneliness
Lost and Alone,"I feel so lost and alone..He was truly MY bestfriend at heart, the only person I could talk to about any and everything and I miss him so much!  I hate feeling this way and no matter what I try to do or where I try to I just end up crying.  How is it that a person can have so many friends around then end up with nobody?  It's my own fault because I made him my world and somehow cut communication with everybody and now I have no one..I just wanna be left alone but I don't wanna be alone at all..",loneliness
Robotnik's lament,"I'm a stranger in a strange land,
looking for someone to understand.
Oh my, wouldn't that be grand!
And, and, and...
someone to hold my hand.",loneliness
greetings to the elenor bixby's out there.,"my name is eric and i suffer alone. since 2001 i have had this unfullfilled dream of having my own wife and kids but this never happens for me because i long to be someone my potential wife can't live without, so much so that i have become an expert on how and why desire and love turn to loneliness and hate and sometimes find myself relishing the misery of those who have everything they want but still complain? as in"" you putz, you sqwander the gift you have been given, where as i have every modern toy you can think of but nobody to love and have fun with"" sometimes i wonder if there are men and women out there who feel as i do? if so i could use some friends to laugh with.

your friend
eric",loneliness
Where are all the lonely people?,"Over 6000 people in this group and it's been a quiet few days here. 
I wonder how many people are actually using the site.

Shame that folks don't seem to stick around. Do they join, then suddenly stop being lonely? Or maybe they didn't find it helpful here.

Anyway, I'm still here and lonely. What's everyone up to this weekend?
I'll be catching up on housework and supporting my 16 year old while he prepares for his school exams. I might even watch Eurovision for a few laughs. Any of you here who are European will understand.


Take care lonely folk.
 ",loneliness
I'm so lonely and sad,"I went to a class/group therapy for vets with PTSD at the VA (I'm a veteran), and I had a tough time during class bc of the topic that was being discussed (radical acceptance) and I spoke and said that i am unable to accept the things that have happened to me in my life, bc the one living relative i have left in the world (my father) is not a good person and i am better off not speaking to him and being far away from him, so i dont speak to him, and i'm several states away. The bad thing is that i have no other living relatives left anywhere in the world, my mother died when i was 2 months old and i have no memory of her, her parents raised me and were the last people that trulu loved me and took care of me and showed interest in my life and wanted me to be happy and showed me that they loved me. They died when i was 13 and 14. I am 37 now. I went to go ive with me father and stepmother when i was 15 and lived with those people for 5 years and it was absolutely awful, when i was 20 i took all my stuff and left, and i've been all alone in the world ever since. This sucks and i hate it. I dont even have any friends in this city I live in, because of bad experiences with friends taking advantage of my kindness. with mother's day being tomorrow, I'm very very sad bc I never got to know my mom and ill never be able to, and my grandparents are dead too. I had hoped with all my heart that by now I'd be married and have children of my own, but apparently i have too many issues for anyone to want to deal with or for anyone to want to put up with me. I dont know what the problem is. My one hope for my life to get and feel better since I was 13 has been that someday I'll meet someone that can love me and want to share life with me and someday we'll get married and have a baby or two, and at least after being married then i'd be a part of a family again, even if were just the two of us; or if I had a long term serious boyfriend then i'd have someone to be there for me that I can love and I can be there for him, and I'd feel like i was a part of this thing called life. Right now I feel like I'm some kind of outcast of society bc everyone has plans this weekend or something to do on Sunday, and i've tried trying to talk to people I know, by texting or messaging and saying that i could really use someone to talk to, but since Thursday, when i went to the VA and started trying to find someone to talk to, no one at all has responded to me, and that just really really hurts. I feel like I dont matter as a human being and like I have no life, and I'll probably never have a life bc i'm 37 now and in a few short years I'll have to start keeping in mind that it will get less likely ill get to have children, and I'm just really sad and upset about all of this. also, everywhere i go there are things advertising mother's day, even on TV, or they advertize something related to babies and motherhood, and it just breaks my heart and i want to start crying bc I'm afraid I'll never find someone that wants to be with me and stay with me, and that also wants children or more children.",loneliness
"Not Alone, but Lonely",This is the worst kind of loneliness. ,loneliness
Suffering from loneliness,Hello my name is Shola and I feel really angry and depressed about being very lonely when I really want some happiness in my life for once like for me to find a nice boyfriend and to find some nice new older friends too and also I really want people to stop saying things about me or other people of all ages young or old wanting these things in their lives as we all need love and affection no matter how old we are and also it really affects me quite a lot when people say that I have got plenty of time and that I am only young when I don't find it very helpful at all as I am now 20 and I just want more people to say more positives to me and not always the negatives because I really hate it when nobody seems to listen or understand about what I like and I don't like and what I want and I don't want. I just want this to all end so I can be happy and be able to move on with my life and also it is my body and my life too and nobody should think about preventing anyone like myself from wanting things like that in their lives.,loneliness
i feel alone because i broke up with my gf...,"i broke up with my significant other cuz i am depressed and i didn’t want to bring her down with my depression and she said she’ll wait for me to get better, but i just regret breaking up with her she made me feel whole and i just miss her so much she gave me company and now i’m alone ",loneliness
What's wrong with me,"I've never Been a ppl person every since school...I don't even communicate with my family like I should ..the few friends I did have I lost them ..I'm always feeling like no one cares about me, ppl are against me sometimes I feel like I'm right but sometimes I feel like it may just be in my head",loneliness
I'm new and Lonely,"Hello all, I'm new and just wanted to say hi to all....so hi all..its going to be another lonely night ...I will write some other time. Just too sad and lonely right now. ",loneliness
Lonely,"I'm a lonely person. It is sad to say that, but I am. I don't feel like people see that much value in me. I can't talk to my crushes or even friends without acting fake because I'm so afraid of what people think. Everything is just rough. I'm hoping that saying something can help me find a sense of connection and belonging. I act like I'm old and have stuff figured out but I actually feel like a scared little girl. I too hope to find authentic connection in myself and others. Thanks for reading.",loneliness
"Hi, I’m new to the group"," Hi! I am new and just wanted to post as I am apparently one of the only people awake. It is 11:40 at night here where I live. I am having a very hard time with loneliness, right now. It is an incredibly long story but I currently have no one in my life, I became extremely over dependent on someone. It was not a romantic relationship but he was the only one  I allowed in my life. I burnt all bridges and pushed everyone out. He could no longer take me as he is not young nor well. He will not die but has a disease that is debilitating and painful. So, I moved out as I lived in the same building on a different floor. But I have been having extreme difficulty and suffered an emotional breakdown. I am trying to work at getting myself better but feel very unsupported because of everything. Anyway thanks to anyone who reads this and thanks for letting me join",loneliness
The loneliest time,"So... it's Friday evening here. I find this to be the loneliest time of the week. The end of the working week, the promise of the weekend but....no outlet, no company, no conversation.
when is your loneliest time?",loneliness
Lonely,Just reading everyone's..thoughts is helping me not feel so isolated. Hi. ,loneliness
Diamond,"Heartbroken, hurt, pain

Then I feel cocky, high, insane

I wanna text you so bad

But I know it won't do anything but make me sad

You are so addictive, why?

Like a drug, I can't quit the high

Why do I have to fall for a guy like you

A guy who doesn't give a shit, got other girls apparently too

You only want sex, a fleeting moment

You left me up here with these feelings of torment

800 miles away, the distance is killing me

Thousands of people and you're the only one I wish I could see

I have to stop, God dammit why don't you care

The way you looked at me while I kissed you with my hands through your hair

Made me feel like I was actually someone while you held me close

But no, you don't want me, yet I want you the most

I wish you wanted me like I wanted you

Now I'm stuck up here 800 miles away not knowing what to do

You're gone, time's run out from the clock

You threw a diamond on the ground while you were too busy looking for rocks",loneliness
Hate being single,"So I have been single for about a month now. My ex-boyfriend was a total asshole to me. He basically raped me one of the nights I was at his house. Anyways, about two weeks ago, I ran into my first love at my work, which is a grocery store. I instantly knew that he came to that store and my register at that time for a reason. Ever since then, we’ve been talking and hanging out with each other. We haven’t seen each other or talked to one another for about a year before he came to my work. I’ve been trying so hard to get him back as my boyfriend because I still love him and the other day that we hung out, he told me that he really likes me but keeps saying that he just needs friends right now. It’s really hard not to be flirty with him. ",loneliness
"I hate being lonely, but...","I hate being lonely and feeling alone. I have very few friends and I tend to be by myself a lot and I don't like that. 
However, I have social anxiety disorder and hate having to go out and socialize with people. Being in social situations stresses me out.
I. Can't. Win.",loneliness
"Reason, Season or Lifetime?","I remember reading somewhere that God will send the people into your life who will give it meaning. Also that people come into your life for a reason, a season or a lifetime. https://www.xojane.com/relationships/reason-season-lifetime
I'm not sure if this helps one's loneliness but anyhoo I thought I'd share. ",loneliness
The ending of the night sucks...,"I know it is pretty bad but I mask my loneliness with endless tasks from different hobbies and with different people. I try to get myself busy with all the varieties of things just so I can be tired enough to pass out in the bed without the end of the night feelings, you know? The end of the night feeling where you are just left with just by yourself and the loneliness.The fucking guilty thoughts of ""how the fuck am I still single when its been 5 years? and Am I that fucking boring?"" beating your head until you bleed out of sadness and tears that will tire yourself out to sleep. ",loneliness
How to make close friends,"For those of us who have difficulty developing close friendships, this articles attempts to explain how we might be able to develop close friendships.  https://www.theladders.com/career-advice/this-is-how-to-make-close-friends-4-surprising-secrets-from-research",loneliness
I know I will never be loved by a man.......,"Because I'm disabled (below the knee amputation of the left leg) and have lot's of skin graphs all over my body. Man have no problem sleeping with me (I stopped subjecting myself to this treatment years ago) however, I have never been loved and respected by a man and for the longest time, I told myself it's because the right man has yet to present himself, all women experience this, right?. Well, in a world where physical beauty means everything to a man, I now understand that I am not worthy or deserving of love. I hope I get to experience love in the next lifetime, however, I have accepted that In this life I am not allowed to love and be loved. I just want to know if anyone has any ideals on ways to cope? other then focusing on myself?. As a matter of fact, the more I focus on myself, the worse I feel. I'm sure in about a year or so, I'll feel much better. However, in the meantime. I'm just trying to calm the overwhelming emotions I have about my life of loneliness. Any advice will be greatly appreciated. ",loneliness
Is this exclusion,Hi guys I wanted to ask you all a question. At my church there are a lot of kids my age and me and my sister are both the same age. The kids at church only talk to her most of the time and will barely acknowledge me. At the most they’ll make a little eye contact with me then keep talking to my sister as if I’m not even there. My family says it’s because they know her better and that I could talk to them more. I think they could at least acknowledge me. Social skills are not easy for me my family could at least keep that in mind. From what I described with the church kids dose this sound like exclusion. ,loneliness
Smart use of smartphones,"
'Peper and Harvey found that students who used their phones the most reported higher levels of feeling isolated, lonely, depressed and anxious. They believe the loneliness is partly a consequence of replacing face-to-face interaction with a form of communication where body language and other signals cannot be interpreted.'
https://www.sciencedaily.com/releases/2018/04/180411161316.htm",loneliness
Dreams,"This is gonna sound really pathetic, maybe even petty. But I have to get it off my chest.
I haven't been sleeping well. I don't want to sleep anymore. Every night, I get woken up from a dream, about someone I used to know. I can say for certain I loved a girl I met on here and dated on and off for a few years. She loved me, but something happened. To this day, I'm not sure what that ""something"" is, but I have a strong feeling I'll never see her again. I haven't seen her in a few years now.
There's another girl I had a crush on since the sixth grade, and I barely know how to talk to her. Somehow, life separates us for years then brings us back together for a short while. She knows I like her, she turned me down once, and right now is dating someone and has a child, though not with her guy. I have strong feelings about her, and I know I shouldn't. I can't have her. But I can't stop thinking about her or dreaming of what could have been. It's too much of a coincidence for us to keep reuniting like this.
After all my dreaming, I wake up sad and lonely, unable to shake it off for hours. I hate it. I hate my own heart. 
I don't know what to do. I'm just tired of being lonely.",loneliness
A Poem...,"You say that I’m broken and I’m not fit to your standards.That strength and confidence are what you require and I’m doomed to but only gander.And because I’m scrawny and lacking in fortitudeI’m exempt from love and romance, maybe should go sub...for dudes.If only life were that simple and orientation were a choice.I would have given up on women and fallen for boys.But I’m straight and nothing can change me no matter what a fundamentalist wants to say.I’ve dealt with so much pain and hurt from the opposite sex that I wish I could choose to be gay.It’s not only those I’ve longed for who have seeded this heartbreak.But from toxicity and a troubled family, even my mother said I was a mistake.Dead serious, said if she knew she were carrying at the time she would have aborted.You look at me as if my issues are something in spite of that can easily be thwarted.School was never a time meant for learning, fun, or social delight.Everyday paranoia gripped me, sending me into panic attacks and fright.Beatings occurred regularly, no help was given.Was told to just man up, stop whining, and take it as competition.It hurt so bad, being stabbed on the bus with that pencil.I was hit in the face so much it’s a wonder how I never needed dental.Just go out kid, have fun with the others.Why can’t you be more like those inspirations on TV, or even your grandma’s brothers.One of which was a fat slob who just happened to marry into someone rich.No idea what she sees in him, as he gave me a concussion on my 10th birthday like a little bitch.He’d tell me grow a spine and face my fears.Funny how the guy who throws his blind dog down a flight of steps is telling me how a real man volunteers.After a move and a new beginning.I thought to myself, maybe, just maybe I can start winning.I embraced my new environment, the school was much smaller.Even made a new friend named Ryan, and he was somewhat taller.Over a healthy few months we grew close.We went to movies, parties, and even played San Andreas, boy that made him engrossed.He got so excited his eyes would nearly pop from his head.But my grandma who had custody of me all of a sudden could hardly get up from bed.I was 15 when she died, Leukemia took her fast.But not before she told me to my face softly that she would live forever, just 2 weeks before she passed.My biological mom swooped in and usurped me from my new home.I had no say in the matter, much like the slaves of Rome.My old man fought tooth and nail to get me back.Eventually succeeding, and having to face the horror of my old school I eventually needed prozac.I begged to see my friends, how much I missed them.But my old man held grudges towards my family and it was his decision to condemn.One year went by and I lost my shit.Stormed into the principal's office, said enough was enough and on his face I spit.My actions resulted in a school transfer.They put me in a classroom which required chauffeur.The teacher was out of touch as they always are, our first day prompted debate on video games.Of course my arguments in favor of them fell on deaf ears, she was old and lame.This fatass bitch next to me in class kept giving me dirty looks.My anger was hard to contain, but I forced my face back to my books.This was my only chance to get away from that old school.If I lashed out this time, I’d likely need to go back and I look like a fool.Not long after a new student arrived.Lets call her Alice, her real name now brings heartbreak to mind.Alice was an artist, a beautiful one at that.But the nature of our class pointed to demons inside her, which she confided with some chit chat.Initially she took a liking to me, it was clear. How she’d sometimes look in my direction smiling ear to ear.I found we shared many interests, lots of nerdy ties.From a love for anime, metal music, video games, and even that Nostalgia Critic guy.We got along so well she one day drew my face on construction paper.The detail and effort made my self worth grow several acres.Sadly there wasn’t much to be taken from it.As her heart was soon swooned by some musclehead degenerate piece of shit.Initially I was supportive, easing into a friendly role.But as time went on I saw the suffering in her eyes as I soon found he tore a hole in her soul.Every morning before class, I’d be her shoulder to cry on.Telling me about how this guy put her down, threaten to tear up her artwork, and manipulated her through his brawn.Everyday a piece of me broke as she went on with her stories, even got to the point where I got her number and she’d tell me dusk to dawn.How this assclown thought it would be a sweet trick.To prank you into eating meat knowing you’re a vegetarian and laughing when you wound up sick.Then one weekend this prick takes her virginity. Only to break up with her two days later and be all giggity giggity giggity, on to my next titty.My heart sank, and my depression worsened.Because not long after I witnessed her cut herself in class just to get the attention of this person.For weeks she was gone, but I still called her.Confessed my feelings eventually, but she did not concur.I was too quiet in class and told too many bad jokes.Of course she gives the dickhead a second chance, why not folks.Confusion swarmed my thoughts, wondering why oh why.Would she rather a neglectful douchenozzle like that and not me, a nice guy.One day I caught up to her and spoke my mind.She called him a ‘kicked puppy’, and that she could mend him to turn kind.I reiterate how much I confided in her during out private talks.How I myself was kicked so much and that he can’t stop bragging how good she sucked his cock.That if anyone needed mending from a troubled past it was me.She responded I have standards don’t you see.The way you look and speak, not to mention all those bad jokes are not up my alley.Did she really just turn me down because I didn’t win some genetic lottery.I said Alice I just don’t understand.How me telling bad jokes is so much more horrible than the mistreatment from that sad excuse of a man.She rolled her eyes and through some forced smile said ‘sorry hun’.You say you have standards but in actuality you have none.I walked away in disgust and hoped I could one day find peace.Did I mention this delusional chick’s favorite film was Beauty and the Beast.I pulled out the construction paper she drew me on when I got home, tearing it to pieces.Flushing it down the toilet to clump with everyone’s feces.Not long after that she transferred.Leaving me a broken man and searching for real answers.Through lengthy consideration my conclusion was made.She only dated him to have an excuse to indulge her blade.I looked at her facebook one last time to say goodbye.And laughed when I read her then-boyfriend cheated on her, sigh sigh sigh.Not sure if we would have worked out.But she wouldn’t have had to worry about that with me, there’s no doubt.I wiped my hands of her then, seeing she was broken.If she truly wanted to find actual love, I’d have been that opportune token.One year later I graduated High School.And for four long years, I was my old man’s tool.As he aged I needed to be constantly close.For if I left for even a moment, I might have came home to discover him on the floor comatose.I lived a sheltered life for his sake, it was a path I myself chose.Because no one else would have done it, they had their own lives to blow.At the time I was unaware my life would have meaning.Outside of caring for my old man, his mental illness quickly peaking.The initial years were alright.Just me and him against the world to fight.But as time went on and his mind began to go.I found myself abused, berated, and without anything else to know.My years in school were wasted as it was a fight for survival.Those who raised me sheltered me from a normal life and my thoughts became suicidal.For years I was told I would amount to nothing.That I needed daddy because he’d say face it, whatever you do you’ll just screw it up and end up sucking.In that environment my mind conformed.To see no value in myself, but somehow I weathered the storm.As he deteriorated and began falling.I was left to pick up the pieces all alone as my heart went on bawling.My time was often spent on the internet.Trying to distract myself from the pain indulging in pornography and blasting metal on my headset.Not long after I picked up writing.Found I had a knack for it and it was so exciting.Through my new hobby new friends reached out.One from Canada I may not be alive today without.Eventually my old man’s health became too unstable.Had to put him in a nursing home and all of a sudden I was alone...but not unable.Through services designated to help me.I got my own place and finally felt free.A whole new life began and didn’t know what to decide.But as I made serious plans, my old man up and died.The blow was great as he was the only person I felt loved me.Felt alone and isolated, but my friends online became my new family tree.As time went on and I was free to discover myself.With no overbearing old man to brainwash me or saying ‘you no good bastard, go fuck yourself’.It took a long time but as I recovered.I got a rabbit on a whim, treated him like a little brother.I always wanted one as a kid but my family always said no.It’ll die in a month, kid, trust us we know.I was still of this mindset, but decided to give it a shot.Low and behold a year later it’s still alive and happy, guess my family should get taught.Through this experience I saw in this area I was strong.Gee, I wonder what else my family got wrong.With a nudge from a peer, I established credit.And a year later my score passed 700, my family’s truly pathetic.I saw how much responsibility I had in these places.I’ve grown more in the first 3 years without my toxic family, fuck being in their good graces.Through trials and tribulations my heart became strong.The problem was with people who can only see strength skin deep, to them I say so long.During all this I learned something that hit me like a ton.My friend Ryan from high school committed first degree murder, intentional hit and run.I tried amending ties with my mom.Her anger management and toxic problems did nothing to make me calm.On facebook right before Christmas it all came to a head.Where she lost her shit again and brought up aborting me, pretty much saying I should be dead.I kept my cool and let her vent her lies.Oh, did I mention this was all over chicken fries.As I went up to my apartment after she dropped me off.I waited a few hours till she got home and over facebook blocked her, telling her enough was enough.That she wasn’t a good mother and was deluded.It takes more than just a roof over a child’s head and food on the table to prevent their mind from becoming polluted.But she had to have the last word and try manipulating me and going behind my back.My autistic brother’s facebook account she hacked.She chewed me out calling me disrespectful and rude.Bitch look in the mirror, invasion of privacy can get you sued.That was the last I heard of her, as she blocked my brother from contacting me ‘cause to her I was mean.Unfortunately for her he secretly hates her and will soon turn 18.So right now I’ll just kick back and wait.My life is finally on track and I’m still looking for that first date.Yes I’m still a virgin and I was cucked.But in a way it helped me, as I’m not the one being fucked.If I had been popular and gotten laid.I may be in deep with a family I can’t support and not have the time to see how my future could be made.Looking back on what happened and seeing myself now.I can see my strengths for what they are and I make up for so much, unlike Alice the broken and the jock degenerate cow.That I lived through a life of isolation and hurt yet I’m still here.No substance abuse or self harm on my part I think speaks a lot of how strong I am, and that thought at times makes me wipe a tear.Unfortunately not everyone sees it that way.Wanting to conform to norms and shun those who stray.But I’ve learned in life that people will find some reason to hate you no matter the circumstance.I’ll be myself, and tell you to kiss the taint of my underpants.",loneliness
Very blah today with no one to talk too,"I feel so isolated and alone, I’m am trying desperately to heal after a relationship with a psychopath I have basically lost all of my friends and almost lost my only family member left my brother who is really sick himself and I can’t even bring up that I’m depressed because he is dealing with Health issues and he gets really upset if I bring up my ex, he gets mad and says mean things and I relive trauma all over again
No one can understand what it’s like unless you have gone threw it but it makes me feel so isolated and lonely and depressed so bad that I cry daily today I was better in the beginning of the day but slowly slipped down, I do suffer from ptsd from that relationship, what really kills me is that I’m left here in this darkness that is so deep sometimes I feel as though I will never get out and he is just living his life being happy life is so unfair, what keeps me going is that psychopaths can not change do to their faulty wiring in their brain no conscience, no guilt, no empathy and so on...  I have a lot of shame and guilt it’s all do to the abuse he did to me mentally and physically.... I have to do anything it takes to stop being obsessed with him even though that’s exactly what he wants... 
everything I have read about these “people” is that it’s normal for me to have these feelings of repulsion to longing because of the trauma bond that they purposely set out to hook you into their sick web of illusion and betrayal and abuse
I do see a therapist every week... i have to find that inner strength that I know is in there it’s just buried so far down that at times I don’t know if I can ever reach it but then I say he has destroyed me in every way I have to save myself this time, I have no other choice if I want to live
Thank u for letting me vent, I just want everyone who feels alone you are not alone their are a lot of us here with you, I send my love to all of you and I hope you feel better soon...",loneliness
scared,"I honestly need this year to be over soon , I have never cried as much as I did for the past few months , I have nerve been this sad or scared in my life . I got my heart broken twice and I feel like I can barely go on anymore . ",loneliness
Am I actually alone?,"Through my life I have found myself going through situations that one might say are unlucky or crappy. I have lost my mom to drugs and alcohol, my sister is a current addict that I do not keep in contact with, my step mother had been emotionally abusive, and I am currently on my own as my family has chosen that I am not going to be a part of their lives. I am 19 years old and i'm still in college trying to find my way through life, yet I can't seem to get over the fact that I don't have that backbone in my life and that I am truly on my own. And there always are constant reminders of it from those around me who go home to their families for the weekends and have their parents call to ask how they are. I feel like no one really understands how I feel, or they give me sympathy which isn't what I want. I just cannot seem to come to terms with the fact that I am alone and that this is something that I am going to have to deal with in my life, but I don't want that to be the only thing people see about me. ",loneliness
Looking for Friends and people to talk to!,"Hi,
im going through a divorce after being together for 13 years.  All of our friends were through the marriage and now I have no family or friends here.  I have been having a very difficult time and feel alone all of the time.  I found this site/group online and I’m hoping to find some good people that I can become friends with that won’t judge as I don’t.
if you’re lonely and looking for friends, please reply or message me...
Thanks! ",loneliness
Back to square one.,"About 5 years ago, I met someone here on DS and it lead to a wonderful relationship for a few years. Then we had a child together which ended up slowly driving us apart and lead her to take our son to go live with another man and leaving me all alone. I'm now back to where I started; single, living with a family member in the country, no friends, no significant other, and feeling very frustrated with what I thought was the end of my loneliness is now back worse than ever. It truly hurts more to have loved and lost then never loved at all, at least you don't know what you're missing if you never felt it before.",loneliness
Blue Moon - the anthem of lonely hearts,"
Blue Moon lyrics © Sony/ATV Music Publishing LLC",loneliness
Confusedly Blinded,"My life was great, happy, moving ahead
So why now do I have these thoughts in my head?
What happened here along the way?
Was it the way you appeared? What is what you would say?
Wrong, ashamed, sinner.
You're on my mind; can be catastrophic, tornadic, bitter. 
Why are you in my head? You shouldn't be here.
I have someone else that needs me. Been with him 6 damn years.
No worries. Once you leave from this state, you will soon fade.
Like a bad sickness that I couldn't shake, but like timbers it decayed.
Maybe this is all me being one minded,
And I'm just confusedly blinded.",loneliness
Bad day,"I feel lonely. I don’t know how to communicate with people and when I do speak I feel I am  not nice to people.And if i am nice, it feels like i am being artificial. Help. I don’t like hurting anyone by my words but sometimes I feel like I can’t help it. And anyone who says that things will be okay, they will get better is a liar. I really want friends, is it too much to ask for a friend who will stick with you? It feels like it sometimes.",loneliness
Sending Hugs To All,"I've been reading some of the posts here and decided that since I am not feeling lonley today, but have in the past few days, I'd send a GREAT BIG HUG to all who are feeling lonley today/tonight.
I know how you feel, and how bad it can be. Please remember - you are NOT alone. As long as you are willing to post something (anything) on this site, you are NOT alone!!! There are so many lonley people just like us.
Please continue to post, try to think of positive and happy things (I know it can be difficult), and know that we are here to help!!!",loneliness
So very alone,"Yes, I too am very lonely. I'm 63 and only have 1 brother who was hit by a car and has brain injury. I have always helped others at work and sharing my garden plants and even money. No one really cares about me. I don't matter. Birthdays and Christmas's come and go. People who have someone who cares don't realize how blessed they are. It would be nice to go for a cup of coffee with someone.",loneliness
Need some help,"I think I want unrealistic things, but people tell me I need to have standards, and not to lower them. But my standards for a romantic partner seem to be unatainable, either because the particular combination I'm looking for outright doesn't exist in the local population where I live, or that the combination I'm looking for does exist, but, because other men are also not blind or stupid, those women are already taken. Dating apps are basically useless because they lock all the good search features behind a paywall. That, or I'm just ugly and they all swipe left before even looking at my profile. I don't want to look for women that are below my standards, but I'm getting increasingly close to tearing all of my hair out over how much I see posts on Facebook and the like from girls I like that say things along the lines of ""uggh need a guy that will treat me right/respect me/not cheat, etc."" and I'm like ""THAT IS ME YOU FUCKING OBLIVIOUS WOMEN!"" I want to find soemone. I want marriage, kids. I want my happy ending, a happily ever after. And I deserve to find someone that I find attractive, physically, mentally, intellectually, and emotionally. I shouldn't have to compromise just because I believe the women who describe themselves as ""curvy"" are not, in fact, ""curvy"", and that ""everyone is beautiful in their own way"". That is objectively false. I wish there was a dating app that would pool together all the people that say they find you attractive so you can vet them without having to guess if they'll like you back, or there should be a dating app that doesn't use pictures, so people only have a profile to go off of. Or a dating app that allowed you to designate dealbreakers so you won't be shown people who answer a certain way to your particular dealbreakers.",loneliness
